Student_ID,Course_Category,Time_Spent(Hours),Videos_Watched,Quizzes_Taken,Quiz_Score,Engagement _Index,Engagement_Level,Completion_Rate,Course_Completion,Completion_Flag ,Student_Status,Completion_Flag
7498,Programming,50,15,8,95.4655,56.17797148,Medium,56.18,Not Completed,0,At Risk,0
25,Programming,77,9,8,76.1948,63.42477653,Medium,63.42,Not Completed,0,At Risk,0
7094,Programming,95,8,8,77.0906,71.46964043,Medium,71.47,Not Completed,0,At Risk,0
2313,Programming,63,20,8,65.9568,67.37579253,Medium,67.38,Not Completed,0,At Risk,0
1810,Programming,64,14,8,68.001,62.05354625,Medium,62.05,Not Completed,0,At Risk,0
8251,Programming,71,18,8,85.3777,69.61484189,Medium,69.61,Not Completed,0,At Risk,0
3824,Programming,93,11,8,51.8793,73.37202146,Medium,73.37,Not Completed,0,At Risk,0
834,Programming,76,8,8,80.8646,61.94865988,Medium,61.95,Not Completed,0,At Risk,0
3013,Programming,50,5,8,64.051,45.99232057,Medium,45.99,Not Completed,0,At Risk,0
2666,Programming,73,13,8,70.4325,65.62013156,Medium,65.62,Not Completed,0,At Risk,0
8057,Programming,89,13,8,60.2426,73.68648167,Medium,73.69,Not Completed,0,At Risk,0
4566,Programming,72,4,8,94.7844,55.84568937,Medium,55.85,Not Completed,0,At Risk,0
5786,Programming,35,10,8,85.8701,43.45042401,Medium,43.45,Not Completed,0,At Risk,0
3787,Programming,85,15,8,93.5058,73.72132763,Medium,73.72,Not Completed,0,At Risk,0
3084,Programming,59,6,8,79.5995,51.60034175,Medium,51.6,Not Completed,0,At Risk,0
7282,Programming,38,15,8,55.1323,49.93213176,Medium,49.93,Not Completed,0,At Risk,0
5998,Programming,54,6,8,71.5256,48.83993308,Medium,48.84,Not Completed,0,At Risk,0
8269,Programming,17,16,8,92.5775,40.30298377,Medium,40.3,Not Completed,0,At Risk,0
1606,Programming,78,11,8,90.5507,65.75725985,Medium,65.76,Not Completed,0,At Risk,0
4940,Programming,27,13,8,75.5905,42.74183694,Medium,42.74,Not Completed,0,At Risk,0
105,Programming,10,20,8,61.2696,41.18053907,Medium,41.18,Not Completed,0,At Risk,0
1192,Programming,52,2,8,75.4567,44.09748396,Medium,44.1,Not Completed,0,At Risk,0
7567,Programming,36,8,10,71.7403,46.18491064,Medium,46.18,Not Completed,0,At Risk,0
8522,Programming,29,6,10,76.8594,40.62055127,Medium,40.62,Not Completed,0,At Risk,0
5109,Programming,99,1,10,88.8403,70.49844046,Medium,70.5,Not Completed,0,At Risk,0
2134,Programming,26,16,10,68.1024,48.99448374,Medium,48.99,Not Completed,0,At Risk,0
6131,Programming,84,4,10,57.3263,65.85043653,Medium,65.85,Not Completed,0,At Risk,0
7850,Programming,9,16,10,59.6516,40.64434459,Medium,40.64,Not Completed,0,At Risk,0
6926,Programming,69,4,10,52.8908,58.59889098,Medium,58.6,Not Completed,0,At Risk,0
8724,Programming,68,6,10,96.8277,60.17314862,Medium,60.17,Not Completed,0,At Risk,0
5864,Programming,54,18,10,52.0511,65.09807383,Medium,65.1,Not Completed,0,At Risk,0
7953,Programming,28,14,10,76.8296,48.02981436,Medium,48.03,Not Completed,0,At Risk,0
8338,Programming,30,6,10,61.2715,40.95469797,Medium,40.95,Not Completed,0,At Risk,0
3326,Programming,31,10,10,58.1327,45.25306407,Medium,45.25,Not Completed,0,At Risk,0
3161,Programming,70,18,10,99.9581,72.85260937,Medium,72.85,Not Completed,0,At Risk,0
4803,Programming,86,11,10,62.959,74.09992227,Medium,74.1,Not Completed,0,At Risk,0
3403,Programming,90,1,10,53.3177,66.09769305,Medium,66.1,Not Completed,0,At Risk,0
4707,Programming,86,11,10,68.3385,73.88681667,Medium,73.89,Not Completed,0,At Risk,0
3347,Programming,71,13,10,50.9469,68.44386258,Medium,68.44,Not Completed,0,At Risk,0
7238,Programming,56,1,10,90.5088,48.95174324,Medium,48.95,Not Completed,0,At Risk,0
783,Programming,53,12,10,74.1413,58.72554832,Medium,58.73,Not Completed,0,At Risk,0
3283,Programming,46,17,10,67.1989,60.22837695,Medium,60.23,Not Completed,0,At Risk,0
5884,Programming,28,12,10,94.1353,46.09134844,Medium,46.09,Not Completed,0,At Risk,0
2226,Programming,49,17,10,70.76,61.67257819,Medium,61.67,Not Completed,0,At Risk,0
5214,Programming,76,2,10,99.3549,59.90764116,Medium,59.91,Not Completed,0,At Risk,0
6938,Programming,83,8,10,56.3512,69.55760867,Medium,69.56,Not Completed,0,At Risk,0
2769,Programming,6,19,10,60.0789,42.16796537,Medium,42.17,Not Completed,0,At Risk,0
2625,Programming,65,15,10,69.0219,67.44460835,Medium,67.44,Not Completed,0,At Risk,0
5628,Programming,56,18,10,67.6227,66.15680871,Medium,66.16,Not Completed,0,At Risk,0
1022,Programming,38,8,10,93.2152,47.20094278,Medium,47.2,Not Completed,0,At Risk,0
5086,Programming,54,5,10,59.4646,51.90867501,Medium,51.91,Not Completed,0,At Risk,0
3731,Programming,66,5,10,87.6065,57.98387472,Medium,57.98,Not Completed,0,At Risk,0
2278,Programming,45,7,10,52.5599,49.70285619,Medium,49.7,Not Completed,0,At Risk,0
3688,Programming,95,3,10,94.0649,70.50210314,Medium,70.5,Not Completed,0,At Risk,0
5778,Programming,45,20,10,59.353,62.49692693,Medium,62.5,Not Completed,0,At Risk,0
5793,Programming,24,17,10,62.4658,49.23882963,Medium,49.24,Not Completed,0,At Risk,0
1788,Programming,27,19,10,55.8541,52.59755704,Medium,52.6,Not Completed,0,At Risk,0
8367,Programming,60,16,10,71.3408,66.01821645,Medium,66.02,Not Completed,0,At Risk,0
1143,Programming,31,16,10,97.8993,51.28427179,Medium,51.28,Not Completed,0,At Risk,0
8860,Programming,87,5,10,91.6498,68.33808615,Medium,68.34,Not Completed,0,At Risk,0
6560,Programming,96,3,10,64.4332,70.84812358,Medium,70.85,Not Completed,0,At Risk,0
1269,Programming,21,20,10,70.3418,50.73843698,Medium,50.74,Not Completed,0,At Risk,0
2963,Programming,2,19,10,88.2904,40.21629675,Medium,40.22,Not Completed,0,At Risk,0
8784,Programming,76,9,10,71.0722,67.11399585,Medium,67.11,Not Completed,0,At Risk,0
7481,Programming,70,15,10,90.304,70.02620228,Medium,70.03,Not Completed,0,At Risk,0
2621,Programming,27,15,10,50.4903,48.59504117,Medium,48.6,Not Completed,0,At Risk,0
6699,Programming,32,13,10,90.686,48.80817747,Medium,48.81,Not Completed,0,At Risk,0
6112,Programming,56,12,10,88.8569,60.0971541,Medium,60.1,Not Completed,0,At Risk,0
2983,Programming,42,8,10,96.4894,49.14423419,Medium,49.14,Not Completed,0,At Risk,0
5223,Programming,37,6,10,98.6152,44.32582692,Medium,44.33,Not Completed,0,At Risk,0
7397,Programming,42,20,10,83.9219,60.86982434,Medium,60.87,Not Completed,0,At Risk,0
2488,Programming,56,7,10,55.7411,55.23195246,Medium,55.23,Not Completed,0,At Risk,0
7950,Programming,52,11,10,99.5832,56.91934281,Medium,56.92,Not Completed,0,At Risk,0
2459,Programming,70,18,10,65.6706,72.92003541,Medium,72.92,Not Completed,0,At Risk,0
4217,Programming,41,15,10,62.9341,55.6405136,Medium,55.64,Not Completed,0,At Risk,0
7388,Programming,72,17,10,63.4474,73.2131156,Medium,73.21,Not Completed,0,At Risk,0
8426,Programming,75,3,10,51.1232,60.47173094,Medium,60.47,Not Completed,0,At Risk,0
3561,Programming,61,10,10,53.7253,60.72040162,Medium,60.72,Not Completed,0,At Risk,0
7065,Programming,28,16,10,94.2382,49.95847193,Medium,49.96,Not Completed,0,At Risk,0
3261,Programming,48,9,10,63.3424,52.8608996,Medium,52.86,Not Completed,0,At Risk,0
119,Programming,9,18,10,83.2545,42.36069639,Medium,42.36,Not Completed,0,At Risk,0
4346,Programming,71,3,10,63.6045,58.61153071,Medium,58.61,Not Completed,0,At Risk,0
4080,Programming,90,1,10,81.5989,65.90340655,Medium,65.9,Not Completed,0,At Risk,0
1154,Programming,13,18,10,87.8002,44.73406173,Medium,44.73,Not Completed,0,At Risk,0
2909,Programming,56,9,10,78.9995,57.06912854,Medium,57.07,Not Completed,0,At Risk,0
1971,Programming,52,5,10,57.1059,50.81764323,Medium,50.82,Not Completed,0,At Risk,0
7928,Programming,47,9,10,58.0461,52.56065058,Medium,52.56,Not Completed,0,At Risk,0
8972,Programming,48,2,10,82.7476,46.19573325,Medium,46.2,Not Completed,0,At Risk,0
6402,Programming,54,5,10,83.6819,52.12297225,Medium,52.12,Not Completed,0,At Risk,0
8867,Programming,40,20,10,61.2485,59.83282407,Medium,59.83,Not Completed,0,At Risk,0
1438,Programming,42,14,10,75.2205,55.19751419,Medium,55.2,Not Completed,0,At Risk,0
5951,Programming,56,16,10,79.0353,63.8154971,Medium,63.82,Not Completed,0,At Risk,0
8864,Programming,39,14,10,64.2548,53.40265174,Medium,53.4,Not Completed,0,At Risk,0
8919,Programming,60,20,10,76.4411,69.96831752,Medium,69.97,Not Completed,0,At Risk,0
659,Programming,42,1,10,74.7202,41.96655545,Medium,41.97,Not Completed,0,At Risk,0
220,Programming,81,14,10,97.5237,74.60782696,Medium,74.61,Not Completed,0,At Risk,0
8933,Programming,34,17,10,71.9788,53.75145754,Medium,53.75,Not Completed,0,At Risk,0
3786,Programming,56,17,10,86.7735,65.07476367,Medium,65.07,Not Completed,0,At Risk,0
5712,Programming,12,15,10,74.1223,41.13994006,Medium,41.14,Not Completed,0,At Risk,0
222,Programming,29,17,10,77.7498,51.27175076,Medium,51.27,Not Completed,0,At Risk,0
1768,Programming,47,8,10,59.9371,51.38689164,Medium,51.39,Not Completed,0,At Risk,0
1984,Programming,93,7,10,50.5185,73.66596301,Medium,73.67,Not Completed,0,At Risk,0
5363,Programming,58,5,10,71.1272,54.2187303,Medium,54.22,Not Completed,0,At Risk,0
1555,Programming,22,9,10,93.2259,40.12985287,Medium,40.13,Not Completed,0,At Risk,0
2988,Programming,56,19,10,53.4172,66.89977883,Medium,66.9,Not Completed,0,At Risk,0
8636,Programming,89,5,10,50.0418,69.35119551,Medium,69.35,Not Completed,0,At Risk,0
2053,Programming,93,3,10,76.6072,69.40463727,Medium,69.4,Not Completed,0,At Risk,0
2972,Programming,63,5,10,95.2627,56.43366225,Medium,56.43,Not Completed,0,At Risk,0
7896,Programming,15,17,10,52.7348,44.46503763,Medium,44.47,Not Completed,0,At Risk,0
7325,Programming,45,4,10,61.2273,46.54209123,Medium,46.54,Not Completed,0,At Risk,0
4692,Programming,79,12,10,55.6368,71.57037223,Medium,71.57,Not Completed,0,At Risk,0
3670,Programming,87,10,10,64.3672,73.49709444,Medium,73.5,Not Completed,0,At Risk,0
183,Programming,76,4,10,76.0297,62.14299801,Medium,62.14,Not Completed,0,At Risk,0
3177,Programming,49,3,10,63.1732,47.63612268,Medium,47.64,Not Completed,0,At Risk,0
7158,Programming,15,15,10,57.0414,42.335141,Medium,42.34,Not Completed,0,At Risk,0
7763,Programming,94,0,10,95.653,67.20342501,Medium,67.2,Not Completed,0,At Risk,0
8750,Programming,25,16,10,53.2871,48.28704254,Medium,48.29,Not Completed,0,At Risk,0
6234,Programming,65,3,10,87.1683,55.62770113,Medium,55.63,Not Completed,0,At Risk,0
3550,Programming,51,20,10,72.2047,65.69567055,Medium,65.7,Not Completed,0,At Risk,0
1102,Programming,53,9,10,97.1311,55.27244001,Medium,55.27,Not Completed,0,At Risk,0
590,Programming,40,2,10,59.4781,41.88108643,Medium,41.88,Not Completed,0,At Risk,0
8229,Programming,16,13,10,60.8308,41.06799786,Medium,41.07,Not Completed,0,At Risk,0
7293,Programming,35,7,10,94.1388,44.35230943,Medium,44.35,Not Completed,0,At Risk,0
8802,Programming,70,5,10,91.2278,60.18622808,Medium,60.19,Not Completed,0,At Risk,0
5398,Programming,97,5,10,53.6579,73.38229903,Medium,73.38,Not Completed,0,At Risk,0
2782,Programming,17,15,10,83.1882,43.72692657,Medium,43.73,Not Completed,0,At Risk,0
8136,Programming,85,9,10,98.3154,71.59295799,Medium,71.59,Not Completed,0,At Risk,0
3681,Programming,80,2,10,78.7851,61.78276426,Medium,61.78,Not Completed,0,At Risk,0
610,Programming,88,0,10,58.9827,64.02061471,Medium,64.02,Not Completed,0,At Risk,0
1613,Programming,48,13,10,91.5745,56.85193731,Medium,56.85,Not Completed,0,At Risk,0
2911,Programming,50,14,10,51.1534,59.10267056,Medium,59.1,Not Completed,0,At Risk,0
1847,Programming,66,3,4,54.6426,44.1176683,Medium,44.12,Not Completed,0,At Risk,0
4114,Programming,95,14,4,87.7823,69.39057399,Medium,69.39,Not Completed,0,At Risk,0
3596,Programming,49,17,4,67.401,49.38134778,Medium,49.38,Not Completed,0,At Risk,0
6128,Programming,52,19,4,95.9813,53.08162944,Medium,53.08,Not Completed,0,At Risk,0
8294,Programming,90,13,4,64.6016,65.96382464,Medium,65.96,Not Completed,0,At Risk,0
2177,Programming,86,7,4,85.6154,57.88611384,Medium,57.89,Not Completed,0,At Risk,0
4292,Programming,68,3,4,78.3793,44.76817734,Medium,44.77,Not Completed,0,At Risk,0
6288,Programming,98,1,4,60.9986,57.78938809,Medium,57.79,Not Completed,0,At Risk,0
6197,Programming,48,11,4,77.605,43.08591879,Medium,43.09,Not Completed,0,At Risk,0
914,Programming,95,1,4,88.7098,56.55501539,Medium,56.56,Not Completed,0,At Risk,0
2897,Programming,90,19,4,70.7479,71.75570296,Medium,71.76,Not Completed,0,At Risk,0
4725,Programming,90,9,4,81.7938,61.83809915,Medium,61.84,Not Completed,0,At Risk,0
5154,Programming,79,19,4,66.8,66.29329794,Medium,66.29,Not Completed,0,At Risk,0
500,Programming,88,4,4,88.9819,56.20040629,Medium,56.2,Not Completed,0,At Risk,0
394,Programming,92,17,4,98.3272,71.03361124,Medium,71.03,Not Completed,0,At Risk,0
8674,Programming,72,17,4,60.5575,61.23523651,Medium,61.24,Not Completed,0,At Risk,0
1825,Programming,98,4,4,97.8437,60.89678423,Medium,60.9,Not Completed,0,At Risk,0
3418,Programming,78,11,4,73.3645,57.95002943,Medium,57.95,Not Completed,0,At Risk,0
956,Programming,87,7,4,90.9642,58.43405464,Medium,58.43,Not Completed,0,At Risk,0
8511,Programming,76,11,4,74.8749,57.10572719,Medium,57.11,Not Completed,0,At Risk,0
8792,Programming,67,15,4,88.5861,56.54363948,Medium,56.54,Not Completed,0,At Risk,0
8297,Programming,84,10,4,64.884,59.90407186,Medium,59.9,Not Completed,0,At Risk,0
1404,Programming,68,10,4,94.9108,52.04175351,Medium,52.04,Not Completed,0,At Risk,0
4112,Programming,88,9,4,99.5189,61.04616639,Medium,61.05,Not Completed,0,At Risk,0
5902,Programming,95,11,4,82.5968,66.55224341,Medium,66.55,Not Completed,0,At Risk,0
5946,Programming,96,10,4,56.5671,65.96064724,Medium,65.96,Not Completed,0,At Risk,0
1505,Programming,71,11,4,79.9583,54.64168713,Medium,54.64,Not Completed,0,At Risk,0
2627,Programming,93,4,4,55.1046,58.55238327,Medium,58.55,Not Completed,0,At Risk,0
5203,Programming,75,19,4,64.6395,64.67095548,Medium,64.67,Not Completed,0,At Risk,0
3974,Programming,47,14,4,75.5531,45.72947277,Medium,45.73,Not Completed,0,At Risk,0
6700,Programming,65,6,4,89.2189,46.33734154,Medium,46.34,Not Completed,0,At Risk,0
2722,Programming,73,11,4,95.0274,55.61552914,Medium,55.62,Not Completed,0,At Risk,0
4946,Programming,79,6,4,72.8252,53.55306938,Medium,53.55,Not Completed,0,At Risk,0
7113,Programming,69,19,4,65.8159,61.6222717,Medium,61.62,Not Completed,0,At Risk,0
7236,Programming,81,15,4,77.555,63.40253497,Medium,63.4,Not Completed,0,At Risk,0
2302,Programming,92,1,4,73.9125,54.95056134,Medium,54.95,Not Completed,0,At Risk,0
522,Programming,94,15,4,78.9058,69.83171186,Medium,69.83,Not Completed,0,At Risk,0
5127,Programming,39,18,4,94.8759,45.45436216,Medium,45.45,Not Completed,0,At Risk,0
5469,Programming,68,19,4,86.0081,61.07835616,Medium,61.08,Not Completed,0,At Risk,0
3807,Programming,57,19,4,69.8535,55.68209249,Medium,55.68,Not Completed,0,At Risk,0
2732,Programming,92,3,4,82.5153,56.90877062,Medium,56.91,Not Completed,0,At Risk,0
1262,Programming,96,6,4,65.5612,62.09423412,Medium,62.09,Not Completed,0,At Risk,0
225,Programming,90,17,4,98.0428,69.80417601,Medium,69.8,Not Completed,0,At Risk,0
3739,Programming,65,12,4,55.0854,52.74033491,Medium,52.74,Not Completed,0,At Risk,0
592,Programming,66,18,4,71.4339,59.14145072,Medium,59.14,Not Completed,0,At Risk,0
8199,Programming,63,17,4,63.0957,56.40782413,Medium,56.41,Not Completed,0,At Risk,0
1646,Programming,58,20,4,66.3662,57.06414041,Medium,57.06,Not Completed,0,At Risk,0
6532,Programming,48,20,4,88.9802,51.99902537,Medium,52,Not Completed,0,At Risk,0
303,Programming,50,7,4,66.3044,40.1097804,Medium,40.11,Not Completed,0,At Risk,0
7922,Programming,60,20,4,73.9965,57.84617424,Medium,57.85,Not Completed,0,At Risk,0
3965,Programming,90,0,4,93.2251,53.04917221,Medium,53.05,Not Completed,0,At Risk,0
6177,Programming,51,15,4,66.0687,48.33429772,Medium,48.33,Not Completed,0,At Risk,0
4053,Programming,43,11,4,67.7787,40.46749843,Medium,40.47,Not Completed,0,At Risk,0
8405,Programming,66,8,4,78.8817,49.17854576,Medium,49.18,Not Completed,0,At Risk,0
3111,Programming,83,0,4,85.8868,49.53202961,Medium,49.53,Not Completed,0,At Risk,0
7986,Programming,27,19,4,63.2997,40.25014973,Medium,40.25,Not Completed,0,At Risk,0
3148,Programming,56,5,4,51.3677,40.8656689,Medium,40.87,Not Completed,0,At Risk,0
6604,Programming,41,16,4,81.5938,44.57329718,Medium,44.57,Not Completed,0,At Risk,0
1682,Programming,49,15,4,62.2391,47.35094405,Medium,47.35,Not Completed,0,At Risk,0
656,Programming,57,11,4,94.346,47.25437683,Medium,47.25,Not Completed,0,At Risk,0
1399,Programming,39,18,4,98.2268,45.69433426,Medium,45.69,Not Completed,0,At Risk,0
4907,Programming,77,15,4,62.4489,61.32891395,Medium,61.33,Not Completed,0,At Risk,0
4613,Programming,87,11,4,69.5152,62.60511603,Medium,62.61,Not Completed,0,At Risk,0
2884,Programming,45,12,4,65.8201,42.6573817,Medium,42.66,Not Completed,0,At Risk,0
859,Programming,65,11,4,98.7191,51.28937703,Medium,51.29,Not Completed,0,At Risk,0
1593,Programming,81,0,4,52.1315,48.30340768,Medium,48.3,Not Completed,0,At Risk,0
2067,Programming,69,5,4,90.858,47.65323568,Medium,47.65,Not Completed,0,At Risk,0
1215,Programming,34,17,4,97.7335,41.99546616,Medium,42,Not Completed,0,At Risk,0
198,Programming,68,7,4,82.7792,48.87225397,Medium,48.87,Not Completed,0,At Risk,0
333,Programming,95,11,4,54.5324,66.34574334,Medium,66.35,Not Completed,0,At Risk,0
102,Programming,44,16,4,99.9796,45.79370747,Medium,45.79,Not Completed,0,At Risk,0
502,Programming,52,18,4,53.3526,52.12267651,Medium,52.12,Not Completed,0,At Risk,0
4156,Programming,84,14,4,79.5491,63.92775433,Medium,63.93,Not Completed,0,At Risk,0
100,Programming,65,19,4,82.8995,59.25819422,Medium,59.26,Not Completed,0,At Risk,0
